subject_number,condition,trial_number,phase,block,target_gender,target_race,flanker_gender,flanker_race,flanker_emotion,stimulus_type,study_flanker_emotion,study_flanker_gender,pair_type,response,rt,correct,timed_out,rating,key_mapping,subject_id,study_id,session_id,test_mode,trial_index,target_id,target_filename,flanker_id,flanker_filename,correct_response,device_pixel_ratio
1,2,1,study,0,female,White,female,White,happy,,,,,z,771,True,False,,2,,,,False,17,WF-235,materials/cfd/Images/CFD/WF-235/CFD-WF-235-121-N.jpg,WF-012,materials/cfd/Images/CFD/WF-012/CFD-WF-012-007-HO.jpg,z,1
1,2,2,study,0,female,Latino,female,Black,neutral,,,,,z,521,True,False,,2,,,,False,19,LF-241,materials/cfd/Images/CFD/LF-241/CFD-LF-241-188-N.jpg,BF-004,materials/cfd/Images/CFD/BF-004/CFD-BF-004-014-N.jpg,z,1
1,2,3,study,0,male,White,male,Black,neutral,,,,,m,626,True,False,,2,,,,False,21,WM-227,materials/cfd/Images/CFD/WM-227/CFD-WM-227-099-N.jpg,BM-046,materials/cfd/Images/CFD/BM-046/CFD-BM-046-006-N.jpg,m,1
1,2,4,study,0,male,Asian,male,Black,angry,,,,,m,652,True,False,,2,,,,False,23,AM-216,materials/cfd/Images/CFD/AM-216/CFD-AM-216-114-N.jpg,BM-005,materials/cfd/Images/CFD/BM-005/CFD-BM-005-010-A.jpg,m,1
1,2,5,study,0,male,Black,female,White,neutral,,,,,m,514,True,False,,2,,,,False,25,BM-200,materials/cfd/Images/CFD/BM-200/CFD-BM-200-046-N.jpg,WF-244,materials/cfd/Images/CFD/WF-244/CFD-WF-244-163-N.jpg,m,1
1,2,6,study,0,female,Latino,female,White,angry,,,,,z,606,True,False,,2,,,,False,27,LF-249,materials/cfd/Images/CFD/LF-249/CFD-LF-249-132-N.jpg,WF-035,materials/cfd/Images/CFD/WF-035/CFD-WF-035-033-A.jpg,z,1
1,2,7,study,0,female,Asian,male,White,happy,,,,,z,601,True,False,,2,,,,False,29,AF-248,materials/cfd/Images/CFD/AF-248/CFD-AF-248-148-N.jpg,WM-022,materials/cfd/Images/CFD/WM-022/CFD-WM-022-005-HO.jpg,z,1
1,2,8,study,0,female,White,male,White,happy,,,,,m,951,False,False,,2,,,,False,31,WF-007,materials/cfd/Images/CFD/WF-007/CFD-WF-007-001-N.jpg,WM-003,materials/cfd/Images/CFD/WM-003/CFD-WM-003-003-HO.jpg,z,1
1,2,9,study,0,male,Asian,female,Black,neutral,,,,,m,568,True,False,,2,,,,False,33,AM-225,materials/cfd/Images/CFD/AM-225/CFD-AM-225-102-N.jpg,BF-251,materials/cfd/Images/CFD/BF-251/CFD-BF-251-211-N.jpg,m,1
1,2,10,study,0,female,Latino,female,Black,neutral,,,,,z,627,True,False,,2,,,,False,35,LF-204,materials/cfd/Images/CFD/LF-204/CFD-LF-204-133-N.jpg,BF-039,materials/cfd/Images/CFD/BF-039/CFD-BF-039-031-N.jpg,z,1
1,2,11,study,0,male,Black,female,White,happy,,,,,m,602,True,False,,2,,,,False,37,BM-235,materials/cfd/Images/CFD/BM-235/CFD-BM-235-226-N.jpg,WF-025,materials/cfd/Images/CFD/WF-025/CFD-WF-025-006-HO.jpg,m,1
1,2,12,study,0,female,Black,female,Black,happy,,,,,z,677,True,False,,2,,,,False,39,BF-231,materials/cfd/Images/CFD/BF-231/CFD-BF-231-202-N.jpg,BF-038,materials/cfd/Images/CFD/BF-038/CFD-BF-038-004-HO.jpg,z,1
1,2,13,study,0,female,White,female,Black,happy,,,,,z,524,True,False,,2,,,,False,41,WF-202,materials/cfd/Images/CFD/WF-202/CFD-WF-202-056-N.jpg,BF-014,materials/cfd/Images/CFD/BF-014/CFD-BF-014-004-HO.jpg,z,1
1,2,14,study,0,female,Black,male,White,neutral,,,,,z,648,True,False,,2,,,,False,43,BF-229,materials/cfd/Images/CFD/BF-229/CFD-BF-229-179-N.jpg,WM-200,materials/cfd/Images/CFD/WM-200/CFD-WM-200-034-N.jpg,z,1
