subject_number,dataset,condition,trial_number,phase,block,target_gender,target_race,flanker_gender,flanker_race,flanker_emotion,stimulus_type,study_flanker_emotion,study_flanker_gender,pair_type,response,rt,correct,timed_out,rating
1,mar02,1,1,study,0,male,Latino,female,White,happy,,,,,m,875.0,True,False,
1,mar02,1,2,study,0,female,Latino,female,White,happy,,,,,z,1880.0,True,False,
1,mar02,1,3,study,0,male,Asian,female,White,neutral,,,,,m,854.0,True,False,
1,mar02,1,4,study,0,male,White,male,White,neutral,,,,,m,740.0,True,False,
1,mar02,1,5,study,0,female,Asian,male,White,angry,,,,,z,859.0,True,False,
1,mar02,1,6,study,0,female,Black,female,Black,angry,,,,,z,1103.0,True,False,
1,mar02,1,7,study,0,male,Black,female,Black,happy,,,,,m,730.0,True,False,
1,mar02,1,8,study,0,male,White,male,White,angry,,,,,m,905.0,True,False,
1,mar02,1,9,study,0,male,Black,male,Black,happy,,,,,m,929.0,True,False,
1,mar02,1,10,study,0,male,White,female,Black,happy,,,,,m,767.0,True,False,
1,mar02,1,11,study,0,male,White,male,Black,angry,,,,,m,626.0,True,False,
1,mar02,1,12,study,0,female,Black,female,Black,neutral,,,,,z,929.0,True,False,
1,mar02,1,13,study,0,female,Asian,male,White,happy,,,,,z,800.0,True,False,
1,mar02,1,14,study,0,female,Black,male,Black,neutral,,,,,z,813.0,True,False,
1,mar02,1,15,study,0,female,White,male,Black,happy,,,,,z,676.0,True,False,
1,mar02,1,16,study,0,female,Asian,male,White,happy,,,,,z,799.0,True,False,
1,mar02,1,17,study,0,male,Black,female,White,angry,,,,,m,840.0,True,False,
1,mar02,1,18,study,0,female,Black,female,Black,happy,,,,,z,1070.0,True,False,
1,mar02,1,19,study,0,female,Asian,male,White,neutral,,,,,z,2000.0,True,False,
1,mar02,1,20,study,0,male,White,female,Black,happy,,,,,m,686.0,True,False,
1,mar02,1,21,study,0,female,Latino,female,Black,happy,,,,,z,729.0,True,False,
1,mar02,1,22,study,0,male,Black,female,White,neutral,,,,,m,671.0,True,False,
1,mar02,1,23,study,0,male,Asian,male,Black,happy,,,,,m,685.0,True,False,
1,mar02,1,24,study,0,female,Asian,male,White,neutral,,,,,z,796.0,True,False,
1,mar02,1,25,study,0,male,Black,male,White,neutral,,,,,m,886.0,True,False,
1,mar02,1,26,study,0,male,Black,female,Black,neutral,,,,,m,764.0,True,False,
1,mar02,1,27,study,0,male,White,female,White,angry,,,,,m,815.0,True,False,
1,mar02,1,28,study,0,male,Black,male,White,neutral,,,,,m,989.0,True,False,
1,mar02,1,29,study,0,female,Asian,female,White,happy,,,,,z,711.0,True,False,
1,mar02,1,30,study,0,female,Black,female,Black,angry,,,,,z,777.0,True,False,
1,mar02,1,31,study,1,male,White,male,White,angry,,,,,m,717.0,True,False,
1,mar02,1,32,study,1,female,Asian,female,White,neutral,,,,,z,679.0,True,False,
1,mar02,1,33,study,1,female,White,female,White,neutral,,,,,z,744.0,True,False,
1,mar02,1,34,study,1,female,White,male,White,angry,,,,,z,940.0,True,False,
1,mar02,1,35,study,1,male,White,female,White,neutral,,,,,m,803.0,True,False,
1,mar02,1,36,study,1,female,Latino,male,Black,happy,,,,,z,910.0,True,False,
1,mar02,1,37,study,1,female,Black,male,Black,angry,,,,,m,2332.0,False,False,
1,mar02,1,38,study,1,male,Latino,female,White,neutral,,,,,m,1262.0,True,False,
1,mar02,1,39,study,1,female,White,male,Black,angry,,,,,z,888.0,True,False,
1,mar02,1,40,study,1,female,Asian,female,White,angry,,,,,z,2359.0,True,False,
1,mar02,1,41,study,1,male,Black,female,White,angry,,,,,m,1093.0,True,False,
1,mar02,1,42,study,1,female,White,female,Black,happy,,,,,z,1178.0,True,False,
1,mar02,1,43,study,1,male,Latino,male,White,happy,,,,,m,769.0,True,False,
1,mar02,1,44,study,1,female,Black,female,White,neutral,,,,,z,1076.0,True,False,
1,mar02,1,45,study,1,female,Black,female,White,neutral,,,,,z,1210.0,True,False,
1,mar02,1,46,study,1,female,Black,male,Black,neutral,,,,,z,1115.0,True,False,
1,mar02,1,47,study,1,male,White,male,White,happy,,,,,m,831.0,True,False,
1,mar02,1,48,study,1,male,Black,female,Black,angry,,,,,m,1817.0,True,False,
1,mar02,1,49,study,1,male,Black,male,Black,neutral,,,,,m,766.0,True,False,
1,mar02,1,50,study,1,male,White,male,White,angry,,,,,m,1140.0,True,False,
1,mar02,1,51,study,1,male,White,male,Black,happy,,,,,m,923.0,True,False,
1,mar02,1,52,study,1,female,Asian,male,Black,happy,,,,,z,841.0,True,False,
1,mar02,1,53,study,1,male,Black,female,White,angry,,,,,m,1131.0,True,False,
1,mar02,1,54,study,1,female,Black,male,White,angry,,,,,z,936.0,True,False,
1,mar02,1,55,study,1,female,Black,male,White,neutral,,,,,z,622.0,True,False,
1,mar02,1,56,study,1,female,Black,female,Black,angry,,,,,z,1000.0,True,False,
1,mar02,1,57,study,1,male,White,male,Black,neutral,,,,,m,1124.0,True,False,
1,mar02,1,58,study,1,male,Latino,female,White,happy,,,,,m,695.0,True,False,
1,mar02,1,59,study,1,male,Latino,male,White,angry,,,,,m,909.0,True,False,
1,mar02,1,60,study,1,female,Black,female,White,angry,,,,,z,1512.0,True,False,
1,mar02,1,61,test,0,female,Latino,,,,new,,,,m,1116.0,True,False,
1,mar02,1,62,test,0,male,Black,,,,old,angry,female,,z,1271.0,True,False,
1,mar02,1,63,test,0,female,Black,,,,old,neutral,female,,z,1405.0,True,False,
1,mar02,1,64,test,0,male,Asian,,,,new,,,,z,1497.0,False,False,
1,mar02,1,65,test,0,male,Black,,,,new,,,,m,1455.0,True,False,
1,mar02,1,66,test,0,male,Black,,,,old,happy,male,,z,1228.0,True,False,
1,mar02,1,67,test,0,male,White,,,,old,happy,male,,z,1430.0,True,False,
1,mar02,1,68,test,0,male,Latino,,,,new,,,,m,955.0,True,False,
1,mar02,1,69,test,0,male,Latino,,,,old,happy,female,,m,1357.0,False,False,
1,mar02,1,70,test,0,male,White,,,,new,,,,m,2069.0,True,False,
1,mar02,1,71,test,0,female,Black,,,,old,neutral,female,,z,1312.0,True,False,
1,mar02,1,72,test,0,female,Black,,,,old,angry,female,,z,1545.0,True,False,
1,mar02,1,73,test,0,male,Black,,,,old,angry,female,,m,2557.0,False,False,
1,mar02,1,74,test,0,female,White,,,,old,happy,male,,z,1555.0,True,False,
1,mar02,1,75,test,0,female,Latino,,,,new,,,,m,2209.0,True,False,
1,mar02,1,76,test,0,male,Latino,,,,new,,,,m,1118.0,True,False,
1,mar02,1,77,test,0,male,Black,,,,new,,,,z,1812.0,False,False,
1,mar02,1,78,test,0,male,Black,,,,new,,,,,,False,True,
1,mar02,1,79,test,0,male,Latino,,,,old,angry,male,,m,1266.0,False,False,
1,mar02,1,80,test,0,male,Black,,,,old,angry,female,,z,1284.0,True,False,
1,mar02,1,81,test,0,female,Asian,,,,old,angry,female,,z,1257.0,True,False,
1,mar02,1,82,test,0,male,Asian,,,,new,,,,z,2001.0,False,False,
1,mar02,1,83,test,0,female,Black,,,,old,angry,female,,z,1360.0,True,False,
1,mar02,1,84,test,0,male,Black,,,,new,,,,m,1736.0,True,False,
1,mar02,1,85,test,0,male,White,,,,new,,,,m,2071.0,True,False,
1,mar02,1,86,test,0,female,Asian,,,,old,happy,male,,z,801.0,True,False,
1,mar02,1,87,test,0,female,Latino,,,,new,,,,m,881.0,True,False,
1,mar02,1,88,test,0,female,Latino,,,,new,,,,m,626.0,True,False,
1,mar02,1,89,test,0,male,Black,,,,old,neutral,male,,m,1149.0,False,False,
1,mar02,1,90,test,0,female,Black,,,,new,,,,m,940.0,True,False,
1,mar02,1,91,test,0,male,White,,,,old,angry,male,,m,652.0,False,False,
1,mar02,1,92,test,0,male,Latino,,,,new,,,,z,1352.0,False,False,
1,mar02,1,93,test,0,male,Black,,,,old,happy,female,,m,1097.0,False,False,
1,mar02,1,94,test,0,female,Black,,,,new,,,,m,1019.0,True,False,
1,mar02,1,95,test,0,female,Latino,,,,new,,,,z,2081.0,False,False,
1,mar02,1,96,test,0,male,Asian,,,,new,,,,m,825.0,True,False,
1,mar02,1,97,test,0,female,Black,,,,new,,,,z,1280.0,False,False,
1,mar02,1,98,test,0,male,Black,,,,old,neutral,male,,z,804.0,True,False,
1,mar02,1,99,test,0,female,White,,,,new,,,,m,1033.0,True,False,
1,mar02,1,100,test,0,female,Black,,,,old,neutral,female,,z,1784.0,True,False,
1,mar02,1,101,test,1,female,Asian,,,,old,happy,male,,z,1303.0,True,False,
1,mar02,1,102,test,1,female,White,,,,old,angry,male,,z,967.0,True,False,
1,mar02,1,103,test,1,male,White,,,,old,happy,female,,m,1077.0,False,False,
1,mar02,1,104,test,1,male,Latino,,,,new,,,,m,2477.0,True,False,
1,mar02,1,105,test,1,female,Asian,,,,old,neutral,female,,m,1700.0,False,False,
1,mar02,1,106,test,1,male,White,,,,new,,,,m,2104.0,True,False,
1,mar02,1,107,test,1,female,White,,,,old,happy,female,,z,1500.0,True,False,
1,mar02,1,108,test,1,female,White,,,,old,neutral,female,,z,2011.0,True,False,
1,mar02,1,109,test,1,female,Asian,,,,new,,,,m,2800.0,True,False,
1,mar02,1,110,test,1,male,White,,,,old,neutral,male,,m,1861.0,False,False,
1,mar02,1,111,test,1,female,White,,,,new,,,,m,1763.0,True,False,
1,mar02,1,112,test,1,female,Asian,,,,old,neutral,male,,z,1184.0,True,False,
1,mar02,1,113,test,1,female,White,,,,new,,,,z,1645.0,False,False,
1,mar02,1,114,test,1,male,White,,,,old,angry,male,,z,1211.0,True,False,
1,mar02,1,115,test,1,male,White,,,,old,angry,male,,m,1984.0,False,False,
1,mar02,1,116,test,1,female,Black,,,,old,angry,female,,m,1405.0,False,False,
1,mar02,1,117,test,1,male,Asian,,,,new,,,,m,2304.0,True,False,
1,mar02,1,118,test,1,male,Latino,,,,new,,,,m,2687.0,True,False,
1,mar02,1,119,test,1,male,White,,,,new,,,,m,2645.0,True,False,
1,mar02,1,120,test,1,male,Latino,,,,old,neutral,female,,,,False,True,
1,mar02,1,121,test,1,male,Latino,,,,old,happy,male,,m,894.0,False,False,
1,mar02,1,122,test,1,female,Black,,,,old,happy,female,,z,1768.0,True,False,
1,mar02,1,123,test,1,female,White,,,,new,,,,z,936.0,False,False,
1,mar02,1,124,test,1,male,Asian,,,,new,,,,m,884.0,True,False,
1,mar02,1,125,test,1,female,White,,,,new,,,,m,641.0,True,False,
1,mar02,1,126,test,1,male,White,,,,new,,,,z,1225.0,False,False,
1,mar02,1,127,test,1,male,Latino,,,,new,,,,m,1013.0,True,False,
1,mar02,1,128,test,1,female,Latino,,,,old,happy,female,,z,853.0,True,False,
1,mar02,1,129,test,1,female,Latino,,,,old,happy,male,,m,971.0,False,False,
1,mar02,1,130,test,1,female,Black,,,,new,,,,m,969.0,True,False,
1,mar02,1,131,test,1,female,Black,,,,new,,,,m,1459.0,True,False,
1,mar02,1,132,test,1,male,Black,,,,old,neutral,female,,z,1140.0,True,False,
1,mar02,1,133,test,1,male,Asian,,,,old,neutral,female,,z,1109.0,True,False,
1,mar02,1,134,test,1,female,Asian,,,,old,neutral,male,,z,1241.0,True,False,
1,mar02,1,135,test,1,male,White,,,,old,angry,male,,z,1151.0,True,False,
1,mar02,1,136,test,1,female,Black,,,,old,angry,male,,z,984.0,True,False,
1,mar02,1,137,test,1,male,Latino,,,,new,,,,m,1365.0,True,False,
1,mar02,1,138,test,1,male,Black,,,,old,neutral,male,,m,1045.0,False,False,
1,mar02,1,139,test,1,male,Black,,,,old,neutral,female,,m,1160.0,False,False,
1,mar02,1,140,test,1,male,Black,,,,old,angry,female,,m,2505.0,False,False,
1,mar02,1,141,test,2,female,Asian,,,,old,happy,female,,z,2131.0,True,False,
1,mar02,1,142,test,2,male,Black,,,,new,,,,m,720.0,True,False,
1,mar02,1,143,test,2,female,Latino,,,,new,,,,m,832.0,True,False,
1,mar02,1,144,test,2,male,White,,,,old,happy,female,,m,1918.0,False,False,
1,mar02,1,145,test,2,female,Black,,,,new,,,,m,911.0,True,False,
1,mar02,1,146,test,2,male,Asian,,,,new,,,,m,1871.0,True,False,
1,mar02,1,147,test,2,male,White,,,,old,neutral,male,,m,817.0,False,False,
1,mar02,1,148,test,2,female,White,,,,new,,,,z,1161.0,False,False,
1,mar02,1,149,test,2,male,White,,,,new,,,,m,1016.0,True,False,
1,mar02,1,150,test,2,female,Latino,,,,new,,,,m,1025.0,True,False,
1,mar02,1,151,test,2,female,Black,,,,old,angry,male,,z,1464.0,True,False,
1,mar02,1,152,test,2,female,Asian,,,,old,angry,male,,z,937.0,True,False,
1,mar02,1,153,test,2,male,White,,,,old,angry,female,,m,1019.0,False,False,
1,mar02,1,154,test,2,female,Black,,,,old,neutral,male,,m,2800.0,False,False,
1,mar02,1,155,test,2,female,Asian,,,,old,happy,male,,z,1201.0,True,False,
1,mar02,1,156,test,2,male,Asian,,,,new,,,,m,876.0,True,False,
1,mar02,1,157,test,2,male,Black,,,,new,,,,m,1320.0,True,False,
1,mar02,1,158,test,2,male,Black,,,,new,,,,m,1024.0,True,False,
1,mar02,1,159,test,2,female,White,,,,old,angry,male,,m,1062.0,False,False,
1,mar02,1,160,test,2,female,Latino,,,,new,,,,z,1744.0,False,False,
1,mar02,1,161,test,2,male,Asian,,,,new,,,,m,920.0,True,False,
1,mar02,1,162,test,2,female,Black,,,,new,,,,m,1165.0,True,False,
1,mar02,1,163,test,2,male,Black,,,,new,,,,m,793.0,True,False,
1,mar02,1,164,test,2,female,Asian,,,,new,,,,m,1057.0,True,False,
1,mar02,1,165,test,2,male,White,,,,old,neutral,female,,,,False,True,
1,mar02,1,166,test,2,female,Black,,,,old,neutral,male,,m,1128.0,False,False,
1,mar02,1,167,test,2,female,Latino,,,,new,,,,m,2980.0,True,False,
1,mar02,1,168,test,2,female,Black,,,,new,,,,,,False,True,
1,mar02,1,169,test,2,female,Black,,,,new,,,,z,1107.0,False,False,
1,mar02,1,170,test,2,male,Asian,,,,old,happy,male,,m,980.0,False,False,
1,mar02,1,171,test,2,female,Latino,,,,old,happy,female,,m,1412.0,False,False,
1,mar02,1,172,test,2,male,White,,,,old,happy,male,,m,1649.0,False,False,
1,mar02,1,173,test,2,male,Black,,,,new,,,,z,1716.0,False,False,
1,mar02,1,174,test,2,female,White,,,,new,,,,z,1528.0,False,False,
1,mar02,1,175,test,2,female,Asian,,,,new,,,,m,1847.0,True,False,
1,mar02,1,176,test,2,female,Black,,,,old,neutral,male,,m,2019.0,False,False,
1,mar02,1,177,test,2,female,Black,,,,old,angry,female,,z,1048.0,True,False,
1,mar02,1,178,test,2,male,Latino,,,,old,happy,female,,m,844.0,False,False,
1,mar02,1,179,test,2,female,Black,,,,new,,,,m,821.0,True,False,
1,mar02,1,180,test,2,female,White,,,,new,,,,m,763.0,True,False,
2,mar02,1,1,study,0,female,White,male,Black,angry,,,,,z,811.0,True,False,
2,mar02,1,2,study,0,male,Black,female,White,neutral,,,,,m,680.0,True,False,
2,mar02,1,3,study,0,female,Black,male,White,neutral,,,,,z,1332.0,True,False,
2,mar02,1,4,study,0,male,Asian,male,White,happy,,,,,m,773.0,True,False,
2,mar02,1,5,study,0,male,Black,male,White,angry,,,,,m,629.0,True,False,
2,mar02,1,6,study,0,male,White,female,White,neutral,,,,,m,608.0,True,False,
2,mar02,1,7,study,0,female,Black,male,Black,neutral,,,,,z,578.0,True,False,
2,mar02,1,8,study,0,female,Asian,female,White,happy,,,,,z,823.0,True,False,
2,mar02,1,9,study,0,female,Latino,male,Black,happy,,,,,z,705.0,True,False,
2,mar02,1,10,study,0,female,White,female,White,neutral,,,,,z,623.0,True,False,
2,mar02,1,11,study,0,male,White,male,Black,neutral,,,,,m,588.0,True,False,
2,mar02,1,12,study,0,male,White,female,Black,happy,,,,,m,647.0,True,False,
2,mar02,1,13,study,0,male,White,female,Black,happy,,,,,m,552.0,True,False,
2,mar02,1,14,study,0,female,Latino,male,White,angry,,,,,z,620.0,True,False,
2,mar02,1,15,study,0,female,White,female,White,angry,,,,,z,529.0,True,False,
2,mar02,1,16,study,0,female,Asian,male,Black,angry,,,,,z,592.0,True,False,
2,mar02,1,17,study,0,male,Asian,male,Black,happy,,,,,m,574.0,True,False,
2,mar02,1,18,study,0,female,Asian,female,White,happy,,,,,z,580.0,True,False,
2,mar02,1,19,study,0,female,White,female,White,neutral,,,,,z,607.0,True,False,
2,mar02,1,20,study,0,male,Black,male,Black,angry,,,,,m,588.0,True,False,
2,mar02,1,21,study,0,male,Latino,male,Black,happy,,,,,m,511.0,True,False,
2,mar02,1,22,study,0,male,White,female,Black,neutral,,,,,m,514.0,True,False,
2,mar02,1,23,study,0,male,White,female,Black,angry,,,,,m,489.0,True,False,
2,mar02,1,24,study,0,female,Asian,female,Black,angry,,,,,z,581.0,True,False,
2,mar02,1,25,study,0,male,Latino,female,Black,happy,,,,,m,727.0,True,False,
2,mar02,1,26,study,0,male,White,female,Black,happy,,,,,m,502.0,True,False,
2,mar02,1,27,study,0,female,Asian,female,White,neutral,,,,,z,474.0,True,False,
2,mar02,1,28,study,0,female,Asian,male,Black,neutral,,,,,z,588.0,True,False,
2,mar02,1,29,study,0,male,Asian,male,Black,angry,,,,,m,1301.0,True,False,
2,mar02,1,30,study,0,female,Latino,male,Black,angry,,,,,z,612.0,True,False,
2,mar02,1,31,study,1,male,Black,male,Black,neutral,,,,,m,673.0,True,False,
2,mar02,1,32,study,1,female,Asian,male,White,neutral,,,,,z,779.0,True,False,
2,mar02,1,33,study,1,male,Black,female,Black,angry,,,,,m,546.0,True,False,
2,mar02,1,34,study,1,female,Black,female,Black,happy,,,,,z,600.0,True,False,
2,mar02,1,35,study,1,male,Asian,female,Black,happy,,,,,m,1182.0,True,False,
2,mar02,1,36,study,1,female,Latino,male,Black,neutral,,,,,z,584.0,True,False,
2,mar02,1,37,study,1,male,Asian,male,White,neutral,,,,,m,667.0,True,False,
2,mar02,1,38,study,1,male,Latino,male,Black,happy,,,,,m,783.0,True,False,
2,mar02,1,39,study,1,male,White,female,White,angry,,,,,m,618.0,True,False,
2,mar02,1,40,study,1,female,White,male,Black,happy,,,,,z,734.0,True,False,
2,mar02,1,41,study,1,male,Black,female,Black,angry,,,,,m,733.0,True,False,
2,mar02,1,42,study,1,female,Latino,female,Black,happy,,,,,z,672.0,True,False,
2,mar02,1,43,study,1,female,Black,female,White,happy,,,,,z,582.0,True,False,
2,mar02,1,44,study,1,female,White,male,Black,happy,,,,,z,579.0,True,False,
2,mar02,1,45,study,1,male,White,male,Black,neutral,,,,,m,596.0,True,False,
2,mar02,1,46,study,1,female,Black,male,Black,angry,,,,,z,567.0,True,False,
2,mar02,1,47,study,1,female,Black,female,White,neutral,,,,,z,660.0,True,False,
2,mar02,1,48,study,1,male,Latino,male,Black,angry,,,,,m,783.0,True,False,
2,mar02,1,49,study,1,female,Black,male,White,happy,,,,,z,495.0,True,False,
2,mar02,1,50,study,1,female,White,female,Black,angry,,,,,z,613.0,True,False,
2,mar02,1,51,study,1,female,White,male,White,happy,,,,,z,692.0,True,False,
2,mar02,1,52,study,1,male,White,female,White,angry,,,,,m,581.0,True,False,
2,mar02,1,53,study,1,female,Latino,female,White,angry,,,,,z,675.0,True,False,
2,mar02,1,54,study,1,female,Latino,female,Black,angry,,,,,z,667.0,True,False,
2,mar02,1,55,study,1,male,White,male,Black,angry,,,,,m,540.0,True,False,
2,mar02,1,56,study,1,male,Black,male,White,neutral,,,,,z,827.0,False,False,
2,mar02,1,57,study,1,female,Black,female,Black,neutral,,,,,z,642.0,True,False,
2,mar02,1,58,study,1,male,Latino,female,Black,neutral,,,,,m,566.0,True,False,
2,mar02,1,59,study,1,male,Black,male,Black,happy,,,,,m,613.0,True,False,
2,mar02,1,60,study,1,male,White,female,Black,neutral,,,,,m,459.0,True,False,
2,mar02,1,61,test,0,female,Black,,,,old,neutral,male,,z,1023.0,True,False,
2,mar02,1,62,test,0,male,Asian,,,,old,happy,male,,z,1278.0,True,False,
2,mar02,1,63,test,0,female,Black,,,,old,neutral,female,,m,891.0,False,False,
2,mar02,1,64,test,0,male,White,,,,old,neutral,male,,m,1110.0,False,False,
2,mar02,1,65,test,0,female,Asian,,,,new,,,,m,1125.0,True,False,
2,mar02,1,66,test,0,male,Latino,,,,new,,,,m,995.0,True,False,
2,mar02,1,67,test,0,female,Latino,,,,new,,,,z,706.0,False,False,
2,mar02,1,68,test,0,male,Asian,,,,new,,,,z,979.0,False,False,
2,mar02,1,69,test,0,female,Asian,,,,old,happy,female,,z,807.0,True,False,
2,mar02,1,70,test,0,male,Latino,,,,new,,,,z,1091.0,False,False,
2,mar02,1,71,test,0,female,Latino,,,,old,neutral,male,,z,899.0,True,False,
2,mar02,1,72,test,0,female,Asian,,,,new,,,,z,1057.0,False,False,
2,mar02,1,73,test,0,female,Asian,,,,new,,,,m,750.0,True,False,
2,mar02,1,74,test,0,female,White,,,,new,,,,m,902.0,True,False,
2,mar02,1,75,test,0,male,Black,,,,new,,,,m,1199.0,True,False,
2,mar02,1,76,test,0,female,Latino,,,,old,angry,male,,z,948.0,True,False,
2,mar02,1,77,test,0,female,Asian,,,,new,,,,m,1261.0,True,False,
2,mar02,1,78,test,0,male,White,,,,new,,,,m,1059.0,True,False,
2,mar02,1,79,test,0,male,Asian,,,,old,happy,female,,z,1149.0,True,False,
2,mar02,1,80,test,0,female,Latino,,,,old,angry,male,,z,999.0,True,False,
2,mar02,1,81,test,0,female,Asian,,,,old,angry,male,,m,978.0,False,False,
2,mar02,1,82,test,0,female,Black,,,,new,,,,m,965.0,True,False,
2,mar02,1,83,test,0,male,Latino,,,,new,,,,m,1045.0,True,False,
2,mar02,1,84,test,0,male,Asian,,,,new,,,,m,921.0,True,False,
2,mar02,1,85,test,0,male,Black,,,,new,,,,m,1153.0,True,False,
2,mar02,1,86,test,0,female,Black,,,,old,neutral,female,,z,731.0,True,False,
2,mar02,1,87,test,0,female,Latino,,,,old,angry,female,,m,879.0,False,False,
2,mar02,1,88,test,0,female,White,,,,new,,,,m,877.0,True,False,
2,mar02,1,89,test,0,male,Asian,,,,old,happy,male,,z,798.0,True,False,
2,mar02,1,90,test,0,male,Asian,,,,old,angry,male,,z,870.0,True,False,
2,mar02,1,91,test,0,male,White,,,,new,,,,m,855.0,True,False,
2,mar02,1,92,test,0,female,Asian,,,,new,,,,m,758.0,True,False,
2,mar02,1,93,test,0,male,Latino,,,,new,,,,z,1000.0,False,False,
2,mar02,1,94,test,0,female,White,,,,new,,,,m,785.0,True,False,
2,mar02,1,95,test,0,female,White,,,,old,angry,female,,z,1048.0,True,False,
2,mar02,1,96,test,0,male,Asian,,,,new,,,,m,1287.0,True,False,
2,mar02,1,97,test,0,female,Latino,,,,new,,,,z,949.0,False,False,
2,mar02,1,98,test,0,male,White,,,,old,angry,female,,z,725.0,True,False,
2,mar02,1,99,test,0,male,Black,,,,new,,,,m,1217.0,True,False,
2,mar02,1,100,test,0,male,Asian,,,,new,,,,m,1106.0,True,False,
2,mar02,1,101,test,1,male,White,,,,old,angry,female,,z,1050.0,True,False,
2,mar02,1,102,test,1,male,Black,,,,old,angry,male,,m,843.0,False,False,
2,mar02,1,103,test,1,female,Black,,,,old,happy,female,,z,1023.0,True,False,
2,mar02,1,104,test,1,male,White,,,,old,angry,male,,z,792.0,True,False,
2,mar02,1,105,test,1,female,Asian,,,,new,,,,z,1190.0,False,False,
2,mar02,1,106,test,1,male,Asian,,,,old,neutral,male,,m,985.0,False,False,
2,mar02,1,107,test,1,male,Asian,,,,new,,,,m,1092.0,True,False,
2,mar02,1,108,test,1,female,Black,,,,new,,,,m,844.0,True,False,
2,mar02,1,109,test,1,male,White,,,,old,happy,female,,z,1112.0,True,False,
2,mar02,1,110,test,1,male,Black,,,,old,neutral,female,,z,944.0,True,False,
2,mar02,1,111,test,1,female,White,,,,new,,,,z,948.0,False,False,
2,mar02,1,112,test,1,female,Black,,,,new,,,,m,830.0,True,False,
2,mar02,1,113,test,1,female,Black,,,,old,happy,female,,z,1149.0,True,False,
2,mar02,1,114,test,1,male,Black,,,,old,angry,male,,z,778.0,True,False,
2,mar02,1,115,test,1,male,Asian,,,,new,,,,m,981.0,True,False,
2,mar02,1,116,test,1,male,White,,,,old,happy,female,,m,939.0,False,False,
2,mar02,1,117,test,1,female,Black,,,,new,,,,z,1234.0,False,False,
2,mar02,1,118,test,1,male,White,,,,new,,,,m,1116.0,True,False,
2,mar02,1,119,test,1,male,Black,,,,new,,,,m,948.0,True,False,
2,mar02,1,120,test,1,male,Black,,,,old,angry,female,,z,1154.0,True,False,
2,mar02,1,121,test,1,male,Black,,,,new,,,,z,981.0,False,False,
2,mar02,1,122,test,1,male,White,,,,new,,,,m,791.0,True,False,
2,mar02,1,123,test,1,male,Latino,,,,old,neutral,female,,m,1119.0,False,False,
2,mar02,1,124,test,1,female,Asian,,,,new,,,,m,862.0,True,False,
2,mar02,1,125,test,1,female,White,,,,new,,,,z,921.0,False,False,
2,mar02,1,126,test,1,female,Black,,,,new,,,,z,954.0,False,False,
2,mar02,1,127,test,1,female,White,,,,old,happy,male,,z,1021.0,True,False,
2,mar02,1,128,test,1,female,Asian,,,,new,,,,m,747.0,True,False,
2,mar02,1,129,test,1,male,Latino,,,,new,,,,m,806.0,True,False,
2,mar02,1,130,test,1,female,White,,,,old,angry,male,,m,1043.0,False,False,
2,mar02,1,131,test,1,female,Asian,,,,old,neutral,male,,z,1301.0,True,False,
2,mar02,1,132,test,1,male,White,,,,old,neutral,female,,z,1277.0,True,False,
2,mar02,1,133,test,1,female,White,,,,new,,,,m,862.0,True,False,
2,mar02,1,134,test,1,male,Black,,,,new,,,,z,1040.0,False,False,
2,mar02,1,135,test,1,male,Latino,,,,new,,,,z,927.0,False,False,
2,mar02,1,136,test,1,male,Latino,,,,old,angry,male,,z,847.0,True,False,
2,mar02,1,137,test,1,female,Asian,,,,old,neutral,female,,m,718.0,False,False,
2,mar02,1,138,test,1,female,White,,,,old,neutral,female,,z,774.0,True,False,
2,mar02,1,139,test,1,female,Asian,,,,new,,,,m,1224.0,True,False,
2,mar02,1,140,test,1,male,Latino,,,,old,happy,male,,z,951.0,True,False,
2,mar02,1,141,test,2,female,Black,,,,new,,,,z,1063.0,False,False,
2,mar02,1,142,test,2,male,Black,,,,new,,,,z,809.0,False,False,
2,mar02,1,143,test,2,female,Asian,,,,new,,,,m,969.0,True,False,
2,mar02,1,144,test,2,female,Asian,,,,old,neutral,male,,m,955.0,False,False,
2,mar02,1,145,test,2,male,White,,,,new,,,,m,807.0,True,False,
2,mar02,1,146,test,2,male,Black,,,,old,happy,male,,z,767.0,True,False,
2,mar02,1,147,test,2,female,Black,,,,new,,,,z,848.0,False,False,
2,mar02,1,148,test,2,female,White,,,,old,happy,male,,m,952.0,False,False,
2,mar02,1,149,test,2,male,White,,,,old,neutral,female,,z,1254.0,True,False,
2,mar02,1,150,test,2,male,White,,,,old,neutral,male,,m,879.0,False,False,
2,mar02,1,151,test,2,male,White,,,,new,,,,m,671.0,True,False,
2,mar02,1,152,test,2,male,Latino,,,,old,happy,male,,m,968.0,False,False,
2,mar02,1,153,test,2,female,Asian,,,,old,happy,female,,z,910.0,True,False,
2,mar02,1,154,test,2,female,Black,,,,new,,,,m,1000.0,True,False,
2,mar02,1,155,test,2,female,Black,,,,new,,,,z,958.0,False,False,
2,mar02,1,156,test,2,male,White,,,,old,happy,female,,m,1000.0,False,False,
2,mar02,1,157,test,2,female,White,,,,new,,,,m,893.0,True,False,
2,mar02,1,158,test,2,male,White,,,,old,angry,female,,z,930.0,True,False,
2,mar02,1,159,test,2,female,Asian,,,,old,angry,female,,z,1199.0,True,False,
